rating,text,name,sentiment,clean_text,cluster
4,"The tablet has a very clear and crisp screen. The device is easy to setup. There is a quite abit of preinstalled apps. The responsiveness is great, connectivity is good, but sound is not great.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,tablet clear crisp screen device easy setup quite abit preinstalled apps responsiveness great connectivity good sound great,3
5,This is a great tablet for the price. Gave it my not so tech savvy mom for her birthday and she loves it!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great tablet price gave tech savvy mom birthday loves,3
5,We bought it for our 9 yr. Old daughter and she loves it. We do as well. Kindle tablets are great!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,bought 9 yr old daughter loves well kindle tablets great,3
5,"Mom loves the tablet. Easy for her to use, she uses it for Facebook, reading, and some of her games.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,mom loves tablet easy use uses facebook reading games,3
5,A Great value for the money you can save instead of a Ipad from Apple.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great value money save instead ipad apple,3
4,I love to buy stuff at best buy Most of the employees are great at helping With everything i needEspecially JISSELA,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,love buy stuff best buy employees great helping everything needespecially jissela,3
5,"Kids got the kindle fire for Christmas, pretty happy with it.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,kids got kindle fire christmas pretty happy,3
4,My granddaughter is really enjoying this tablet and even though she is only three she is able to easily use it,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,granddaughter really enjoying tablet even though three able easily use,3
5,"For the money you cannot beat this tablet. Full of features, picture quality is great, and very fast speed while using the internet.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,money beat tablet full features picture quality great fast speed using internet,3
5,it's a great tablet for the money. I would buy another.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great tablet money would buy another,3
5,Tmtis is the second tablet I purchased for my kids. Its perfect for all the things my kids do.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,tmtis second tablet purchased kids perfect things kids,3
5,"Awesome tablet! Super quick, great picture, and overall great quality","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,awesome tablet super quick great picture overall great quality,3
4,"Gave this to my sister-in-law for Mother's Day. Its a great entry level tablet. She loves using it, especially for games.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,gave sisterinlaw mothers day great entry level tablet loves using especially games,3
5,"I absolutely love my Fire tablet. Great size, lots of space and a great reader. I can't recommend this product enough.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,absolutely love fire tablet great size lots space great reader cant recommend product enough,3
4,"I like it a lot, it works well for everything I need. I would like a bigger selection of apps.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,like lot works well everything need would like bigger selection apps,3
5,It may be cheap but this is a great tablet and works awesome.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,may cheap great tablet works awesome,3
5,"This is a very good tablet for the price, especially for Amazon Prime members. The display is very sharp and so far the battery life is excellent!","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,good tablet price especially amazon prime members display sharp far battery life excellent,3
5,This is so easy to use and does exactly what I hoped.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,easy use exactly hoped,3
4,"""This tablet is great considering how affordable it is! I mainly use it for reading, streaming shows, and listening to music. I do wish it was a true Android platform instead of the """"Amazon Android"""" platform","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,tablet great considering affordable mainly use reading streaming shows listening music wish true android platform instead amazon android platform,3
5,"Needed a new tablet for reading books, movies and surfing the Web. This meets all my needs!","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,needed new tablet reading books movies surfing web meets needs,3
4,Happy with the purcase. Gift for my mother in law.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,happy purcase gift mother law,3
4,I purchased this tablet and am very happy with it.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,purchased tablet happy,3
5,Very satisfied for $39.95 sales price. Way faster than I expected.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,satisfied 3995 sales price way faster expected,3
5,"This tablet is really good for the price, especially on the holidays. If you are a movie watcher or just using it for games it has great speed with a quad core. Highly recommend so e-book as well. Very happy with my purchase I bought 3 already.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,tablet really good price especially holidays movie watcher using games great speed quad core highly recommend ebook well happy purchase bought 3 already,3
4,Perfect for educational games. The protective case sold me.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,perfect educational games protective case sold,3
5,"Verified PurchaseI got the kids version because this is mainly for my toddler. I know, I know, yes I did get this for my toddler. He is always interested in the learning apps we get on our phone for him so we figured this would be perfect.","Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,verified purchasei got kids version mainly toddler know know yes get toddler always interested learning apps get phone figured would perfect,3
5,I bought two of these for my granddaughters and they are very easy to use and they love them.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,bought two granddaughters easy use love,3
5,Bought this as a gift for my 3 year old granddaughter. She is learning how to get to her apps and play some games on it. I like that I can have contol over what she can watch and play.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,bought gift 3 year old granddaughter learning get apps play games like contol watch play,3
5,Great for kids its durable and lets them play games etc.. so they leave our cell phones alone LOL,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,great kids durable lets play games etc leave cell phones alone lol,3
4,"I have two young sons. After their previous tablet broke, I had to decide on which new one to replace it with. There is a growing number of tablets and systems to choose from for kids now. Having had previous experience with an Amazon Fire Kids Edition in the past, it was hard to ignore the many great features that it provides. Although it lacks Google play, this is ideal for kids 3-8.","Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,two young sons previous tablet broke decide new one replace growing number tablets systems choose kids previous experience amazon fire kids edition past hard ignore many great features provides although lacks google play ideal kids 38,3
5,This is a great tablet for children lots of great options to regulate what content that is available to the children.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,great tablet children lots great options regulate content available children,3
5,"This is a great tablet for younger users (i'd say up to 10 years old). Performance is not on par with higher end tablets, but it is fine for younger children. The best thing about this tablet is that it comes with a 2 year no questions asked replacement warranty. This even covers cracked screens. My kids 3, 5, and 8 use these tablets on long trips. They are able to play all of their favorite games. The Amazon play store underground is excellent. It has many of their favorite games, but in app purchases are included for those games.Pros: 2 year no questions replacement policy. performance for younger children, amazon underground.Cons: display is not HD, battery life is not the best.Note there is a newer model of this device that was just released. It adds a higher resolution display and better battery life. However the new model costs 129.99 when not on sale.Overall I would recommend this tablet for children 10 and younger. It would be fine for an adult, but you can save yourself some money by buying the non kids edition of the tablet for less money.","Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,great tablet younger users id say 10 years old performance par higher end tablets fine younger children best thing tablet comes 2 year questions asked replacement warranty even covers cracked screens kids 3 5 8 use tablets long trips able play favorite games amazon play store underground excellent many favorite games app purchases included gamespros 2 year questions replacement policy performance younger children amazon undergroundcons display hd battery life bestnote newer model device released adds higher resolution display better battery life however new model costs 12999 saleoverall would recommend tablet children 10 younger would fine adult save money buying non kids edition tablet less money,3
5,This is a great tablet for anyone easy to use!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great tablet anyone easy use,3
4,"Newest version of Kindle Fire product line is a hit. Larger screen for not much money, good screen resolution and longer battery life. No problems, and I'm a happy reader!","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,newest version kindle fire product line hit larger screen much money good screen resolution longer battery life problems im happy reader,3
4,"I really like the Fire 8 tablet but there are some issues to be aware of. Amazon seems to subsidize the low cost of the item by requiring you to be solicited by ads and and use their apps. Every time you activate it, the screen display is a full size ad that goes away when you swipe the screen. There is no Google Play so you can only download apps chosen by Amazon at their Appstore. Otherwise, pretty cool for the money.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,really like fire 8 tablet issues aware amazon seems subsidize low cost item requiring solicited ads use apps every time activate screen display full size ad goes away swipe screen google play download apps chosen amazon appstore otherwise pretty cool money,3
5,"I own two Nook tablets, another Kindle and a Samsung and this is the best one yet. Excellent battery life. Lets me check emails the Web and with Kindle. books can be switched from reads to listens. Also works better than the Nook with audiobooks.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,two nook tablets another kindle samsung best one yet excellent battery life lets check emails web kindle books switched reads listens also works better nook audiobooks,3
5,This is a great tablet for the price I paid. My husband loves it!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great tablet price paid husband loves,3
4,"I bought this for my 7 year old when her Samsung tablet stopped charging. I love the design. Only problem so far is that it randomly freezes and sometimes the volume button won't respond. Other than that, great for the price.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,bought 7 year old samsung tablet stopped charging love design problem far randomly freezes sometimes volume button wont respond great price,3
5,"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,biting gift concern size amazon interface easy enough download google play store familiar user size initial concern right watch movies without cumbersome,3
5,"Easy to set up and use. Nice graphics and lots of apps to choose. I got this for my husband who is technology challenged and so far, he's using it without getting frustrated, which is huge!","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,easy set use nice graphics lots apps choose got husband technology challenged far hes using without getting frustrated huge,3
5,Great tablet for streaming ! good internet connection along with a nice display,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great tablet streaming good internet connection along nice display,3
5,I bought this tablet for my 1 year old and he loves it! It keeps him entertained when we go places and he has learned so much. The apps are great and perfect for him. I would definitely recommend this tablet for a young child just learning to use a tablet.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,bought tablet 1 year old loves keeps entertained go places learned much apps great perfect would definitely recommend tablet young child learning use tablet,3
5,This was a great purchase! Love the fact I can download TV or movies and watch off-line. Easy set up.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great purchase love fact download tv movies watch offline easy set,3
5,Very fast and super easy to use I'm very pleased with this purchase!!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,fast super easy use im pleased purchase,3
5,This is my first Android tablet. I have used numerous Apple iPad's though.The only thing I have been dissatisfied with is that there isn't an Instagram app available but that doesn't have anything to do with Amazon or Kindle.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,first android tablet used numerous apple ipads thoughthe thing dissatisfied isnt instagram app available doesnt anything amazon kindle,3
5,I love my new Fire HD and it takes great photos! It has a nice size screen but is compact enough to fit in my purse.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,love new fire hd takes great photos nice size screen compact enough fit purse,3
5,Great tablet. Easy to use. Will recommend it to others.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great tablet easy use recommend others,3
5,I bought the tablet for my one year old son so we can use it in the car. It just a great buy. I recommend it to anyone that has young kids.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,bought tablet one year old son use car great buy recommend anyone young kids,3
4,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,love kindle reading manga comics fact graphics worse phone detracts little expirence serves remind cheaped bought yesterdays model real negative appeares less crisp phone increased picture size makes book,3
5,I love to read and this tablet work great for my needs.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,love read tablet work great needs,4
5,I recommend it for kids .great for find games easily.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,recommend kids great find games easily,3
5,"Love the tablets. Light, Good battery life, and fast performance.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,love tablets light good battery life fast performance,3
4,I bought this for my almost 3 year old niece and her dad told me she loves it! It has really cute educational games on it and is pretty much indestructible with the case on it. The only reason I didn't give it 5 stars is that the charger has broken already.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,bought almost 3 year old niece dad told loves really cute educational games pretty much indestructible case reason didnt give 5 stars charger broken already,3
5,I use it to stream movies while on the tread mill at the gym,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,use stream movies tread mill gym,3
4,Easy for a 5 year old to learn.. the apps on the Tablet are very good.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,easy 5 year old learn apps tablet good,3
5,Really like the updates this product has in comparison to my first one,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,really like updates product comparison first one,3
5,"I've had my other Kindle Fire for 5-6 years. It's still working but slowing down. I bought the updated version while it was on sale. I love it! I play games on it, download books, check my email and facebook. It's like a portable mini computer and I wouldn't be without it. I like it better than other people's tablets and you can't beat the price. I bought some for gifts and everybody loves it! I'd recommend it to people of all ages.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,ive kindle fire 56 years still working slowing bought updated version sale love play games download books check email facebook like portable mini computer wouldnt without like better peoples tablets cant beat price bought gifts everybody loves id recommend people ages,3
5,"I have been using a Kindle Fire for a couple of years. It was a good tablet, until the screen went black. Best Buy replaced it and I couldn't have been more pleased. I enjoy reading on my Kindle Fire HD more than ever. Try it and you'll buy it!","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,using kindle fire couple years good tablet screen went black best buy replaced couldnt pleased enjoy reading kindle fire hd ever try youll buy,3
5,Upgraded from 1st generation Fire tablet. Decided to go with 16GB tablet and there were none in store so I had to order for free delivery to store. Arrived on day promised. Was easy to sync new tablet with older tablet. Very nice picture and video. Great value.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,upgraded 1st generation fire tablet decided go 16gb tablet none store order free delivery store arrived day promised easy sync new tablet older tablet nice picture video great value,3
5,Can't beat the value on this. 5 stars even though it has less apps than the play store.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,cant beat value 5 stars even though less apps play store,3
4,"Couldn't beat the value for this with the Black Friday price. They aren't the best tablets, but they do a lot for the price.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,couldnt beat value black friday price arent best tablets lot price,3
5,I bought this for my granddaughter she will be 2 in a few months and she loves it! Very sturdy and the bumper that it comes with has shown to do what it is intended to do. Would highly recommend this product for kiddos!!,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,bought granddaughter 2 months loves sturdy bumper comes shown intended would highly recommend product kiddos,3
5,"I purchased several of these tablets during the holidays as gifts. Everyone absolutely loves the FireHD8, especially those with the prime memberships. My only regret is not purchasing one for myself.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,purchased several tablets holidays gifts everyone absolutely loves firehd8 especially prime memberships regret purchasing one,3
5,PICKED THIS TABLET UP ON BLACK FRIDAY. WHAT A GREAT DEAL. WORKS AWESOME AND HAS ALL OF THE AMAZON APPS.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,picked tablet black friday great deal works awesome amazon apps,3
5,Works great and has an excellent screen size. You cannot go wrong for the price unless you need to install google apps. Amazon blocks them although I have heard there are work arounds.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,works great excellent screen size go wrong price unless need install google apps amazon blocks although heard work arounds,3
4,Picture is great. Quick response when going from site to site. Sound is not so good but what I expected from a tablet.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,picture great quick response going site site sound good expected tablet,3
5,"""For under $100 this 8"""" tablet is a bargain. I do all I want on it like; check email","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,100 8 tablet bargain want like check email,3
4,"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,still waiting alexa function several calls amazon supportled conflicting answers get work told isnot yet available fire hd 8 tablets,3
5,Good tablet. Gave as gift and person enjoys it. Recommend,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,good tablet gave gift person enjoys recommend,3
5,Fun to use and also easy for kids to use as well! Good tablet for books and games for all the family!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,fun use also easy kids use well good tablet books games family,3
5,Sleek packaging easy set up and great for anyone who wants a e reader with more to offer.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,sleek packaging easy set great anyone wants e reader offer,3
5,Use it for what it is necessary. That is all I need.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,use necessary need,3
5,"This is so much better than the Kindle that I purchased 3 years ago. It is much faster, and I really like how long the battery last before needing to be charged.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,much better kindle purchased 3 years ago much faster really like long battery last needing charged,0
5,"I bought this kindle for my 11yr old granddaughter for Christmas. Me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. Both children have all kinds of game systems but use the kindle way more. My 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. He has several game systems, Xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. I'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).He would like one to call his own. I'm looking at a 16 GB or 32 GB.they are really durable and tough.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",positive,bought kindle 11yr old granddaughter christmas husband kindles several years prior 6 year old grandson love watching playing children kinds game systems use kindle way 6 yr old grandson still plays mine loves watching tube videos playing games several game systems xbox sega ds still uses kindle time systemsmy husband used time everything internet watching movies shows im getting ready buy grandson new kindle mine bit older cracked screen still works goodhe would like one call im looking 16 gb 32 gbthey really durable tough,3
5,Works flawlessly. Good contender to my brother's iPad. Much cheaper in price. Win for me.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,works flawlessly good contender brothers ipad much cheaper price win,3
5,Very easy to use and small enough to travel with. I slide it right into my bag.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,easy use small enough travel slide right bag,3
5,"My other daughter has this same tablet, so I knew it would be a winner with my other child as well.","Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,daughter tablet knew would winner child well,3
5,"Love the Amazon Fire HD tablet, easy to get around","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,love amazon fire hd tablet easy get around,3
5,"This is a great device, and free's up my phone. Great for internet, games, radio, etc.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great device frees phone great internet games radio etc,3
4,Is good for the kids The only thing is I have to get a SD Card for more memory,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,good kids thing get sd card memory,3
5,My wife loves it. Great picture quality and easy to use,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,wife loves great picture quality easy use,3
4,"very pleased with my amazon tablet. starting with the price ,ease of use, and size.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,pleased amazon tablet starting price ease use size,3
5,"This has a great picture, good size, lots of storage and a camera. Would recommend","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great picture good size lots storage camera would recommend,3
4,Very durable and keeps my 5yr old entertained. I have to limit his use. Lots of apps/games that incorporate learning. Very age appropriate and safe. No worries on what my child is being exposed to.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,durable keeps 5yr old entertained limit use lots appsgames incorporate learning age appropriate safe worries child exposed,3
1,"not good, hate it , never buy it again, sucks. done","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",negative,good hate never buy sucks done,3
5,"I have one, purchased this one for my mother in law, she had a 7 inch, between the bigger screen and HD, this one is much easier on her eyes and she can use it for longer periods of time without her eyes bothering her.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",positive,one purchased one mother law 7 inch bigger screen hd one much easier eyes use longer periods time without eyes bothering,3
4,This is something that is useful if your looking for something to take along trips,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,something useful looking something take along trips,3
4,He loves it. Helps him learn and teaches him how to count,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,loves helps learn teaches count,3
5,Help my 2 year learn he loves to play it and watch movies on it,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,help 2 year learn loves play watch movies,3
5,great black friday deal for a mediocre tablet. android os though!,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,great black friday deal mediocre tablet android os though,3
1,After buying this tablet for my grandchildren I was going through the initial setup procedure.That's where I was surprised to learn that after using this tablet for a year I would be charged fees to continue with the selected programs I used for a year.Time to take it back to the store. No hidden fees.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",negative,buying tablet grandchildren going initial setup procedurethats surprised learn using tablet year would charged fees continue selected programs used yeartime take back store hidden fees,3
5,"It was okay, but most of my apps were stripped down versions on the HD-Fire. It was inexpeisve, but you get what you pay for. The O/S is pretyy premitive. The hardware does fell nice. I would say it is the perfect device for an older or younger person.","All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,okay apps stripped versions hdfire inexpeisve get pay os pretyy premitive hardware fell nice would say perfect device older younger person,3
5,This is a new tab upgrade for me as I have had my previous Kindle for over 7 years and love it.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,new tab upgrade previous kindle 7 years love,3
2,"I have to say this was not that great a purchase and we will most likely be taking advantage of it's greatest product feature, which is the ability to return it for a full refund. We wanted a smaller tablet for our kids, well this is smaller in every way, options are limited and we have realized that we are better off just letting the kids use our tablet so we can buy the newest one. This thing may go back to the store as soon as tonight.","Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",negative,say great purchase likely taking advantage greatest product feature ability return full refund wanted smaller tablet kids well smaller every way options limited realized better letting kids use tablet buy newest one thing may go back store soon tonight,3
4,I'm happy with my purchase is all I can say. The only complaint I have is that the 3.5 mm Jack is right next to the volume button and it gets in the way.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,im happy purchase say complaint 35 mm jack right next volume button gets way,3
5,I got it for my son. Its user friendly and durable.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,got son user friendly durable,3
5,This is my first tablet and I'm excited about learning how to use it.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,first tablet im excited learning use,3
5,The screen size is good and the HD pictures are clear. I also like the camera photos. They are better than my cell phone camera. The size of the pictures are great. I would recommend this Fire HD for the ease of use.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,screen size good hd pictures clear also like camera photos better cell phone camera size pictures great would recommend fire hd ease use,3
5,I love the amazon tablet very much and love to use,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,love amazon tablet much love use,3
5,I purchase this tablet for my daughter's birthday and she absolutely loves it I am very pleased that she's not able to get online or to get on YouTube and watch crazy videos which she previously did with other tablets we have you actually get to pick the games and books to put on it you manage everything from the parent account and it is locked with your personal password and the kids can't get into it. I would say the only downfall is you cannot download anything from the Google Play store since it is an Amazon tablet.,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Pink Kid-Proof Case",positive,purchase tablet daughters birthday absolutely loves pleased shes able get online get youtube watch crazy videos previously tablets actually get pick games books put manage everything parent account locked personal password kids cant get would say downfall download anything google play store since amazon tablet,3
5,The Kindle is great! It's easy to set up and I've found all the books that I wanted.,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",positive,kindle great easy set ive found books wanted,3
